datetime,station,date,day_of_year,station_id,flow,st_max_temp,st_min_temp,st_mean_temp,st_heat_deg_days,st_cool_deg_days,st_total_rain,st_total_snow,st_total_precip,st_total_snow_on_ground,st_dir_of_max_gust_10sdeg,st_spd_of_max_gust_kmh,era5_noon_t2m,era5_noon_evavt,era5_noon_ro,era5_noon_sd,era5_noon_es,era5_noon_sf,era5_noon_smlt,era5_noon_stl1,era5_noon_ssr,era5_noon_e,era5_noon_tp
1/14/2009,07OB001,1/14/2009,14,4,9.54,-18.6,-36.2,-27.4,45.4,0,0,1,0.4,0.4,,<31,245.0517128,-1.79E-06,0.000173372,0.054417922,1.60E-06,1.16E-06,-1.86E-09,272.1938643,68651.25984,1.02E-05,2.36E-06
1/15/2009,07OB001,1/15/2009,15,4,9.4,-4.3,-18.6,-11.5,29.5,0,0,0,0,0,,<31,258.3635329,3.35E-05,0.000173204,0.054551468,2.84E-05,0.000141238,-1.86E-09,272.2479225,66184.23831,6.35E-05,0.000143635
1/16/2009,07OB001,1/16/2009,16,4,9.27,1.2,-13.5,-6.2,24.2,0,0,0,0,0,28,33,264.8718736,2.80E-05,0.000172892,0.054508674,-5.35E-05,1.89E-06,-1.86E-09,272.3360787,66055.17609,-2.58E-05,2.90E-06
1/17/2009,07OB001,1/17/2009,17,4,9.2,5,-6,-0.5,18.5,0,0,0,0,0,,<31,269.9147527,6.57E-05,0.000172453,0.05448968,-1.76E-05,1.86E-09,-1.86E-09,272.4178724,76132.61825,5.05E-05,9.39E-07
1/18/2009,07OB001,1/18/2009,18,4,9.19,5.8,-3.8,1,17,0,0,0,0,0,,<31,273.8908581,-7.60E-06,0.000174285,0.054003737,-0.000203548,1.86E-09,0.000237413,272.5003769,71516.55816,-0.000211967,9.39E-07
1/19/2009,07OB001,1/19/2009,19,4,9.1,6.6,-6,0.3,17.7,0,0,0,0,0,,<31,272.1161108,-1.84E-05,0.000171973,0.053485346,-0.000224958,1.86E-09,-1.86E-09,272.5575409,101154.7724,-0.000243361,1.88E-06
1/20/2009,07OB001,1/20/2009,20,4,9,-1.6,-11.1,-6.4,24.4,0,0,0.8,0.6,0.6,,<31,267.6722164,-3.91E-06,0.000171462,0.053248348,-0.000145606,1.86E-09,-1.86E-09,272.5813433,98422.96988,-0.000148326,0
1/21/2009,07OB001,1/21/2009,21,4,8.97,-4.8,-20.2,-12.5,30.5,0,0,8,7.4,7.4,3,43,262.3811745,-9.66E-05,0.000171222,0.056059438,-9.59E-05,0.004335702,-1.86E-09,272.5640842,51791.17593,-0.000196355,0.004339375
1/22/2009,07OB001,1/22/2009,22,4,8.96,-20.1,-27.2,-23.7,41.7,0,0,0.4,0.2,0.2,,<31,250.9837725,-0.000193482,0.000170783,0.057966572,-0.000124816,0.001146745,-1.86E-09,272.4797911,101828.7908,-0.000318422,0.001149073
1/23/2009,07OB001,1/23/2009,23,4,8.79,-17.1,-30.3,-23.7,41.7,0,0,0,0,0,,<31,247.6226562,-2.19E-05,0.000170543,0.057957659,-2.18E-05,7.38E-06,-1.86E-09,272.3682326,107461.4957,-4.38E-05,1.07E-05
1/24/2009,07OB001,1/24/2009,24,4,8.65,-15.6,-22.7,-19.2,37.2,0,0,0,0,0,,<31,250.4392105,-3.61E-06,0.000170302,0.057906359,-4.52E-05,2.46E-06,-1.86E-09,272.3146404,125349.4699,-4.88E-05,4.69E-06
1/25/2009,07OB001,1/25/2009,25,4,8.55,-14.7,-23.6,-19.2,37.2,0,0,0,0,0,,<31,252.7468503,4.48E-07,0.000169791,0.057837297,-4.80E-05,1.86E-09,-1.86E-09,272.2937406,152485.0556,-4.74E-05,9.39E-07
1/26/2009,07OB001,1/26/2009,26,4,8.42,-12.4,-21.8,-17.1,35.1,0,0,0,0,0,,<31,254.5709861,8.42E-06,0.000169479,0.057748086,-7.22E-05,1.86E-09,-1.86E-09,272.300981,156333.4737,-6.37E-05,1.88E-06
1/27/2009,07OB001,1/27/2009,27,4,8.35,-17.1,-21,-19.1,37.1,0,0,1.8,1,1,,<31,253.6686444,3.21E-07,0.000169071,0.057887506,-2.85E-06,0.000224693,-1.86E-09,272.2687382,91075.28986,5.05E-06,0.000227498
1/28/2009,07OB001,1/28/2009,28,4,8.31,-18.1,-27,-22.6,40.6,0,0,0.4,0.2,0.2,,<31,253.522594,-4.80E-06,0.0001688,0.059342986,-1.60E-05,0.00170762,-1.86E-09,272.2767428,144614.3957,-2.06E-05,0.001711692
1/29/2009,07OB001,1/29/2009,29,4,8.39,-14.9,-24.1,-19.5,37.5,0,0,0.4,0.2,0.2,,<31,252.3698655,6.89E-07,0.00016832,0.059381513,-2.49E-06,6.81E-05,-1.86E-09,272.2627552,126056.9617,2.32E-05,7.21E-05
1/30/2009,07OB001,1/30/2009,30,4,8.5,-18,-24.3,-21.2,39.2,0,0,5.2,4.6,4.6,8,37,252.7244262,-2.70E-05,0.000168049,0.061171053,-2.65E-05,0.002535705,-1.86E-09,272.238336,52416.36245,-5.41E-05,0.002539836
1/31/2009,07OB001,1/31/2009,31,4,8.6,-21.6,-27.5,-24.6,42.6,0,0,4.4,4,4,29,43,249.6700347,-6.07E-05,0.000167808,0.06373456,-4.57E-05,0.000758799,-1.86E-09,272.2789651,148836.833,-0.000107395,0.000761035
2/1/2009,07OB001,2/1/2009,32,4,8.57,-22.4,-35.3,-28.9,46.9,0,0,0,0,0,,<31,245.3568977,-1.67E-05,0.000167401,0.063830671,-1.43E-05,3.87E-05,-1.86E-09,272.2722829,217585.3737,-2.60E-05,4.08E-05
2/2/2009,07OB001,2/2/2009,33,4,8.55,-14.8,-27.9,-21.4,39.4,0,0,0,0,0,,<31,252.0696553,4.97E-06,0.000167057,0.063896589,-3.34E-06,0.000116748,-1.86E-09,272.2668446,191206.4902,1.62E-06,0.00011972
2/3/2009,07OB001,2/3/2009,34,4,8.77,-2.9,-26.9,-14.9,32.9,0,0,0,0,0,,<31,253.3657429,4.23E-06,0.000166649,0.063915375,-1.29E-05,6.86E-06,-1.86E-09,272.2823703,165234.0314,-1.03E-05,8.73E-06
2/4/2009,07OB001,2/4/2009,35,4,8.9,-2.6,-27.7,-15.2,33.2,0,0,0,0,0,,<31,259.7028645,5.67E-05,0.000166378,0.064053015,-2.13E-06,8.07E-05,-1.86E-09,272.3401599,178764.1278,2.09E-05,0.000123305
2/5/2009,07OB001,2/5/2009,36,4,8.97,-18.9,-32.2,-25.6,43.6,0,0,0,0,0,,<31,250.6386333,-2.76E-05,0.000165826,0.063976169,-5.00E-05,3.09E-05,-1.86E-09,272.3276906,298607.211,-7.57E-05,3.56E-05
2/6/2009,07OB001,2/6/2009,37,4,8.94,-22,-30.4,-26.2,44.2,0,0,0,0,0,,<31,247.3989214,-1.46E-05,0.000165387,0.063947818,-1.95E-05,1.47E-06,-1.86E-09,272.2790356,316121.5752,-3.23E-05,2.36E-06
2/7/2009,07OB001,2/7/2009,38,4,8.92,-13.4,-27.2,-20.3,38.3,0,0,0.2,0,0,,<31,251.1935923,-2.74E-06,0.000165147,0.064062474,-1.04E-05,0.000192102,-1.86E-09,272.2425231,238060.6533,-1.30E-05,0.000196641
2/8/2009,07OB001,2/8/2009,39,4,8.79,-10.6,-18.5,-14.6,32.6,0,0,0.4,0.2,0.2,28,33,258.7847589,2.55E-05,0.000164907,0.064469253,8.91E-06,0.000589967,-1.86E-09,272.2732147,231645.0362,3.41E-05,0.000596422
2/9/2009,07OB001,2/9/2009,40,4,8.66,-18.4,-26.4,-22.4,40.4,0,0,0,0,0,,<31,252.0621569,-1.92E-05,0.000164396,0.064453541,-5.04E-05,2.17E-05,-1.86E-09,272.2790732,343297.1346,-7.05E-05,2.38E-05
2/10/2009,07OB001,2/10/2009,41,4,8.56,-19.2,-26.7,-23,41,0,0,3.6,1.8,1.8,,<31,252.6622079,-1.67E-05,0.000163915,0.065884051,-3.25E-05,0.002121793,-1.86E-09,272.2631636,242389.9394,-4.92E-05,0.002123766
2/11/2009,07OB001,2/11/2009,42,4,8.53,-21.4,-29.6,-25.5,43.5,0,0,0,0,0,,<31,249.762797,-9.34E-06,0.000163644,0.06587377,-7.70E-06,5.25E-07,-1.86E-09,272.2484497,340389.5917,-6.22E-06,9.39E-07
2/12/2009,07OB001,2/12/2009,43,4,8.52,-18.5,-30.3,-24.4,42.4,0,0,0,0,0,,<31,248.1749197,-5.61E-06,0.000163236,0.065874794,-3.53E-06,8.32E-06,-1.86E-09,272.2159249,371867.811,-4.70E-06,1.01E-05
2/13/2009,07OB001,2/13/2009,44,4,8.5,-16.5,-18.6,-17.6,35.6,0,0,0,0,0,,<31,250.4706607,-8.55E-07,0.000162924,0.06592019,-3.72E-06,4.98E-05,-1.86E-09,272.2009724,404856.1341,-3.32E-06,5.38E-05
2/14/2009,07OB001,2/14/2009,45,4,8.48,-15.8,-26.2,-21,39,0,0,0,0,0,,<31,251.4759857,6.99E-06,0.000162485,0.065921929,-1.94E-06,9.39E-07,-1.86E-09,272.2062276,491192.5897,2.17E-05,1.88E-06
2/15/2009,07OB001,2/15/2009,46,4,8.46,-8.7,-19.5,-14.1,32.1,0,0,0,0,0,17,35,255.9806343,2.60E-05,0.000162245,0.065908612,-9.75E-06,1.86E-09,-1.86E-09,272.2143924,476034.1456,1.51E-05,9.39E-07
2/16/2009,07OB001,2/16/2009,47,4,8.44,-8.7,-23.3,-16,34,0,0,0,0,0,,<31,254.198807,1.56E-06,0.000161662,0.065846722,-3.98E-05,5.25E-07,-1.86E-09,272.2334679,518583.8817,-3.23E-05,9.39E-07
2/17/2009,07OB001,2/17/2009,48,4,8.34,-9.4,-25.2,-17.3,35.3,0,0,0,0,0,,<31,254.56493,4.87E-07,0.000161422,0.065821072,-9.86E-06,1.86E-09,-1.86E-09,272.2128521,507394.2381,1.75E-06,1.88E-06
2/18/2009,07OB001,2/18/2009,49,4,8.24,-10.5,-20.7,-15.6,33.6,0,0,0.2,0.2,0.2,,<31,256.1254703,2.80E-06,0.000160983,0.065823361,-4.28E-05,7.18E-05,-1.86E-09,272.2159012,588611.95,-4.01E-05,7.25E-05
2/19/2009,07OB001,2/19/2009,50,4,8.13,-12.6,-23.8,-18.2,36.2,0,0,0.2,0.2,0.2,30,32,256.6677059,6.87E-06,0.000160742,0.066223303,-4.57E-05,0.000648746,-1.86E-09,272.2285722,588342.5854,-3.89E-05,0.000656411
2/20/2009,07OB001,2/20/2009,51,4,7.99,-7.1,-19.9,-13.5,31.5,0,0,0,0,0,,<31,259.0912716,-1.67E-06,0.00016019,0.066266611,-3.33E-05,0.000169748,-1.86E-09,272.217811,479264.145,-3.51E-05,0.000172436
2/21/2009,07OB001,2/21/2009,52,4,7.91,-9.8,-17.3,-13.6,31.6,0,0,0,0,0,,<31,260.7515424,7.63E-06,0.000159751,0.066297421,-4.63E-06,1.68E-05,-1.86E-09,272.2330163,465905.5446,3.94E-06,1.91E-05
2/22/2009,07OB001,2/22/2009,53,4,8,-11.5,-25.2,-18.4,36.4,0,0,5.6,5,5,36,35,257.1049427,-5.15E-05,0.000159511,0.068454735,-8.90E-05,0.003179408,-1.86E-09,272.2509745,318813.2245,-0.000140589,0.003181451
2/23/2009,07OB001,2/23/2009,54,4,8.04,-23.9,-32.6,-28.3,46.3,0,0,0.2,0,0,,<31,249.3445311,-6.84E-05,0.000158928,0.068621882,-4.66E-05,4.83E-05,-1.86E-09,272.202321,703133.8059,-0.000114374,5.28E-05
2/24/2009,07OB001,2/24/2009,55,4,8.06,-26.5,-37.3,-31.9,49.9,0,0,0,0,0,,<31,246.1882073,-2.92E-05,0.00015852,0.068698082,-2.61E-05,0.000120584,-1.86E-09,272.1460728,803458.418,-5.52E-05,0.000126757
2/25/2009,07OB001,2/25/2009,56,4,7.99,-22.1,-40.2,-31.2,49.2,0,0,0,0,0,,<31,242.3113128,-1.74E-05,0.000158176,0.068690193,-1.12E-05,1.31E-05,-1.86E-09,272.0587968,882447.0409,-2.92E-05,1.50E-05
2/26/2009,07OB001,2/26/2009,57,4,8.02,-12.5,-23.5,-18,36,0,0,0,0,0,18,44,253.0791951,5.88E-06,0.000157697,0.068652591,-3.30E-05,1.86E-09,-1.86E-09,272.0440485,942422.0086,-2.74E-05,1.88E-06
2/27/2009,07OB001,2/27/2009,58,4,8.1,-19.2,-25.8,-22.5,40.5,0,0,0.2,0.2,0.2,,<31,251.0624853,-8.36E-06,0.000157288,0.068560271,-6.09E-05,1.20E-05,-1.86E-09,272.0656583,924731.9895,-6.94E-05,1.38E-05
2/28/2009,07OB001,2/28/2009,59,4,8.16,-12.2,-30.3,-21.3,39.3,0,0,0,0,0,,<31,250.3582937,-6.00E-06,0.000156945,0.06851177,-1.96E-05,1.16E-06,-1.86E-09,272.0243898,1029881.904,-2.67E-05,2.07E-06
3/1/2009,07OB001,3/1/2009,60,4,8.16,-14.2,-24.3,-19.3,37.3,0,0,0,0,0,,<31,256.2080033,6.03E-06,0.000156537,0.068461188,-2.94E-05,1.86E-09,-1.86E-09,272.0445255,1065499.87,-2.33E-05,9.39E-07
3/2/2009,07OB001,3/2/2009,61,4,8.16,-9.1,-14.5,-11.8,29.8,0,0,0,0,0,,<31,259.4187397,1.41E-05,0.000155954,0.068404152,-3.25E-05,1.86E-09,-1.86E-09,272.0802318,527849.3976,-1.84E-05,1.88E-06
3/3/2009,07OB001,3/3/2009,62,4,8.17,-7.7,-15,-11.4,29.4,0,0,1.4,1,1,,<31,261.4169702,1.40E-05,0.000155546,0.069735585,-1.93E-05,0.001994114,-1.86E-09,272.1087282,376808.4095,-1.12E-05,0.00199792
3/4/2009,07OB001,3/4/2009,63,4,8.23,-14.4,-20.6,-17.5,35.5,0,0,1,0.2,0.2,31,37,259.3600563,-1.41E-05,0.000155203,0.069752591,-6.65E-05,0.000130082,-1.86E-09,272.1264664,1020057.959,-8.07E-05,0.000132179
3/5/2009,07OB001,3/5/2009,64,4,8.25,-18.4,-25.9,-22.2,40.2,0,0,0.6,0.4,0.4,31,32,252.428224,-0.000131522,0.000154722,0.069814786,-0.000124121,0.000285187,-1.86E-09,272.0865438,1153148.574,-0.000255776,0.000289417
3/6/2009,07OB001,3/6/2009,65,4,8.17,-7.6,-24.5,-16.1,34.1,0,0,3.4,3.4,3.4,,<31,254.4897113,-2.13E-05,0.000154211,0.069732748,-4.70E-05,1.86E-09,-1.86E-09,272.0304824,1131463.354,-6.84E-05,0
3/7/2009,07OB001,3/7/2009,66,4,8.23,-9.7,-22.7,-16.2,34.2,0,0,2,1.6,1.6,32,48,256.8156302,-3.34E-06,0.000153803,0.071722297,-5.21E-05,0.002826985,-1.86E-09,272.0599579,621949.3308,-5.43E-05,0.002830303
3/8/2009,07OB001,3/8/2009,67,4,8.44,-22.3,-32.8,-27.6,45.6,0,0,0,0,0,33,39,246.97363,-0.000177353,0.000153419,0.072272691,-0.000140735,0.000311645,-1.86E-09,272.0327048,1320210.931,-0.000318267,0.000316606
3/9/2009,07OB001,3/9/2009,68,4,8.61,-24.5,-36.5,-30.5,48.5,0,0,0,0,0,,<31,243.9737305,-3.30E-05,0.00015298,0.072240516,-3.55E-05,3.07E-05,-1.86E-09,271.955485,1423480.846,-6.93E-05,3.56E-05
3/10/2009,07OB001,3/10/2009,69,4,8.83,-15.6,-34.7,-25.2,43.2,0,0,0,0,0,,<31,245.7101482,-6.41E-06,0.0001525,0.072207694,-2.22E-05,1.73E-06,-1.86E-09,271.8989853,1593337.645,-2.78E-05,2.62E-06
3/11/2009,07OB001,3/11/2009,70,4,9.03,-17.4,-35.6,-26.5,44.5,0,0,0,0,0,,<31,247.8736803,-3.56E-07,0.000151988,0.072169067,-2.33E-05,1.86E-09,-1.86E-09,271.8654807,1567710.237,-2.33E-05,0
3/12/2009,07OB001,3/12/2009,71,4,9.01,-16.9,-27.7,-22.3,40.3,0,0,0,0,0,,<31,250.6256234,1.66E-06,0.000151508,0.072173505,-2.66E-05,6.49E-05,-1.86E-09,271.872924,1283020.291,-2.38E-05,6.60E-05
3/13/2009,07OB001,3/13/2009,72,4,9.01,-23.2,-28.1,-25.7,43.7,0,0,5.8,5.2,5.2,,<31,248.8324374,-1.82E-05,0.000151237,0.073107008,-6.21E-05,0.001417236,-1.86E-09,271.8640143,1101230.947,-8.04E-05,0.001422503
3/14/2009,07OB001,3/14/2009,73,4,8.97,-22.7,-24.8,-23.8,41.8,0,0,1.2,0.8,0.8,,<31,250.4036016,-1.55E-05,0.000150757,0.073361149,-2.22E-05,0.000182208,-1.86E-09,271.859823,1233574.197,-3.79E-05,0.000185842
3/15/2009,07OB001,3/15/2009,74,4,8.88,-20.8,-23.5,-22.2,40.2,0,0,1,0.8,0.8,,<31,252.6490383,-1.07E-05,0.000150277,0.073602857,-2.39E-05,0.000346386,-1.86E-09,271.8706303,1423169.434,-3.69E-05,0.000351393
3/16/2009,07OB001,3/16/2009,75,4,8.69,-20,-26,-23,41,0,0,1.4,0.2,0.2,,<31,252.3478675,-2.86E-05,0.000149766,0.07395072,-3.39E-05,0.000438376,-1.86E-09,271.8730486,1389015.002,-6.27E-05,0.000441926
3/17/2009,07OB001,3/17/2009,76,4,8.58,-21.5,-29.5,-25.5,43.5,0,0,0,0,0,,<31,252.4501274,-2.03E-05,0.000149525,0.073980327,-3.06E-05,8.93E-05,-1.86E-09,271.8682527,1601426.015,-5.09E-05,9.35E-05
3/18/2009,07OB001,3/18/2009,77,4,8.48,-11.1,-32.9,-22,40,0,0,0.4,0.2,0.2,,<31,253.0621603,-7.95E-06,0.000148943,0.073982311,-1.32E-05,1.66E-05,-1.86E-09,271.8443641,2021062.11,-1.75E-05,1.90E-05
3/19/2009,07OB001,3/19/2009,78,4,8.41,-12.1,-21.1,-16.6,34.6,0,0,2.4,1.2,1.2,28,35,257.2726267,7.58E-06,0.000148462,0.075074799,-4.87E-05,0.00168773,-1.86E-09,271.8957185,1761897.107,-4.13E-05,0.001691166
3/20/2009,07OB001,3/20/2009,79,4,8.42,-13.6,-25.1,-19.4,37.4,0,0,0,0,0,,<31,254.7055849,-2.63E-05,0.000148024,0.075001608,-6.98E-05,2.12E-05,-1.86E-09,271.9086288,2096638.148,-9.64E-05,2.59E-05
3/21/2009,07OB001,3/21/2009,80,4,8.45,-9.6,-25,-17.3,35.3,0,0,4.6,3.8,3.8,6,41,258.5521974,-6.46E-06,0.000147639,0.07783425,-3.29E-05,0.004096582,-1.86E-09,271.910733,946297.2125,-3.95E-05,0.004097669
3/22/2009,07OB001,3/22/2009,81,4,8.51,-18.3,-27.6,-23,41,0,0,0,0,0,,<31,253.9251296,-7.77E-05,0.000147231,0.07803542,-0.000115648,3.87E-06,-1.86E-09,271.9386456,2331890.834,-0.000193713,3.75E-06
3/23/2009,07OB001,3/23/2009,82,4,8.44,-14.1,-23.2,-18.7,36.7,0,0,0,0,0,,<31,255.2175567,-2.10E-05,0.00014672,0.07795379,-4.24E-05,2.19E-06,-1.86E-09,271.9332131,2108399.438,-6.55E-05,4.68E-06
3/24/2009,07OB001,3/24/2009,83,4,8.42,-11,-14.8,-12.9,30.9,0,0,2.8,1.8,1.8,,<31,258.5964695,-2.27E-06,0.000146167,0.078042865,-5.24E-05,0.000240932,-1.86E-09,271.9547146,1763264.974,-5.49E-05,0.00024263
3/25/2009,07OB001,3/25/2009,84,4,8.58,-13.8,-22.1,-18,36,0,0,0.2,0,0,,<31,256.671186,-9.42E-05,0.000145728,0.079030157,-0.000107332,0.000739596,-1.86E-09,271.9737837,2031196.826,-0.000201843,0.000742949
3/26/2009,07OB001,3/26/2009,85,4,8.6,2.7,-22,-9.7,27.7,0,0,0,0,0,16,50,263.621162,-1.27E-05,0.000145248,0.078947401,-3.80E-05,1.86E-09,-1.86E-09,271.9751765,2609135.052,-7.25E-05,0
3/27/2009,07OB001,3/27/2009,86,4,8.64,3.2,-6.5,-1.7,19.7,0,0,0,0,0,,<31,271.4661851,1.93E-05,0.000144905,0.078908365,-0.000135402,0.000252047,-1.86E-09,272.0555623,2663007.868,-0.000118025,0.000260417
3/28/2009,07OB001,3/28/2009,87,4,8.69,-6.4,-13.7,-10.1,28.1,0,0,1.4,1,1,,<31,266.1019475,-8.65E-05,0.000144425,0.079283889,-0.000227649,0.000600451,-1.86E-09,272.1042963,1593489.921,-0.000314967,0.00070013
3/29/2009,07OB001,3/29/2009,88,4,8.68,-6.8,-21.6,-14.2,32.2,0,0,0,0,0,,<31,261.7793469,-0.000160425,0.000143842,0.079092932,-0.000173681,2.53E-05,-1.86E-09,272.0886818,2694607.839,-0.000334918,2.80E-05
3/30/2009,07OB001,3/30/2009,89,4,8.53,5.9,-10.7,-2.4,20.4,0,0,0,0,0,,<31,270.0329528,2.11E-05,0.000143434,0.078928619,-8.41E-05,1.86E-09,-1.86E-09,272.0956253,2354885.9,-6.45E-05,0
3/31/2009,07OB001,3/31/2009,90,4,8.42,-0.4,-10.5,-5.5,23.5,0,0,1.4,1,1,,<31,267.8592901,-3.52E-05,0.000142922,0.079319137,-0.000179353,0.00100714,-1.86E-09,272.1498388,2073285.468,-0.000214132,0.001011884
4/1/2009,07OB001,4/1/2009,91,4,8.37,-7,-17,-12,30,0,0,0,0,0,,<31,266.8546926,-2.53E-05,0.00014237,0.079870897,-3.89E-05,2.72E-05,-1.86E-09,272.1402962,2690663.241,-5.04E-05,2.91E-05
4/2/2009,07OB001,4/2/2009,92,4,8.31,-11.2,-22.6,-16.9,34.9,0,0,0,0,0,,<31,264.7042961,-9.46E-05,0.00014213,0.07971273,-0.000119651,5.57E-05,-1.86E-09,272.1263315,2606293.268,-0.000215012,6.33E-05
4/3/2009,07OB001,4/3/2009,93,4,8.18,-12.2,-20.2,-16.2,34.2,0,0,0,0,0,,<31,263.658898,-7.24E-05,0.000141619,0.07954189,-8.65E-05,1.86E-09,-1.86E-09,272.0968814,3053463.522,-0.000158331,9.39E-07
4/4/2009,07OB001,4/4/2009,94,4,8.03,-4.7,-21.2,-13,31,0,0,0.2,0,0,,<31,267.774283,-2.64E-05,0.000141067,0.079402197,-5.06E-05,1.86E-09,-1.86E-09,272.0811314,3297855.033,-7.22E-05,0
4/5/2009,07OB001,4/5/2009,95,4,7.94,7.5,-4.7,1.4,16.6,0,0,0,0,0,,<31,273.9174494,4.24E-05,0.000140628,0.079213975,-0.000125176,1.94E-06,-1.86E-09,272.138597,2711291.838,-8.47E-05,2.62E-06
4/6/2009,07OB001,4/6/2009,96,4,7.94,2.2,-2.7,-0.3,18.3,0,0,0,0,0,,<31,272.6708591,-6.10E-06,0.000142243,0.078437446,-0.000113917,0.000287944,0.00023409,272.2139576,2249380.404,-0.000122264,0.000382755
4/7/2009,07OB001,4/7/2009,97,4,7.88,-2.6,-9.2,-5.9,23.9,0,0,0,0,0,,<31,269.4276152,-0.000206962,0.000139636,0.077991972,-0.000337566,2.88E-05,-1.86E-09,272.2360104,2165342.438,-0.000545605,3.16E-05
4/8/2009,07OB001,4/8/2009,98,4,7.7,-7,-10,-8.5,26.5,0,0,0,0,0,,<31,268.9168164,-0.000198271,0.000139324,0.077738891,-0.000128337,1.86E-09,-1.86E-09,272.2118805,3734601.896,-0.000327853,0
4/9/2009,07OB001,4/9/2009,99,4,7.56,1,-10.5,-4.8,22.8,0,0,0.2,0,0,,<31,270.3849162,-0.000111624,0.000138813,0.077470097,-0.00016143,4.07E-05,-1.86E-09,272.2111542,3081351.264,-0.000274358,4.21E-05
4/10/2009,07OB001,4/10/2009,100,4,7.45,8.4,-4.9,1.8,16.2,0,0,0,0,0,,<31,275.689103,-2.12E-05,0.000138333,0.077438709,-5.06E-05,0.000162312,-1.86E-09,272.260126,3152571.206,-5.91E-05,0.000167878
