datetime,station,date,flow,st_max_temp,st_min_temp,st_mean_temp,st_heat_deg_days,st_cool_deg_days,st_total_rain,st_total_snow,st_total_precip,st_total_snow_on_ground,st_dir_of_max_gust_10sdeg,st_spd_of_max_gust_kmh
2009-01-15,07OB001,1/15/2009,9.4,-4.3,-18.6,-11.5,29.5,0.0,0.0,0.0,0.0,0.0,,<31
2009-01-16,07OB001,1/16/2009,9.27,1.2,-13.5,-6.2,24.2,0.0,0.0,0.0,0.0,0.0,28.0,33
2009-01-17,07OB001,1/17/2009,9.2,5.0,-6.0,-0.5,18.5,0.0,0.0,0.0,0.0,0.0,,<31
2009-01-18,07OB001,1/18/2009,9.19,5.8,-3.8,1.0,17.0,0.0,0.0,0.0,0.0,0.0,,<31
2009-01-19,07OB001,1/19/2009,9.1,6.6,-6.0,0.3,17.7,0.0,0.0,0.0,0.0,0.0,,<31
2009-01-20,07OB001,1/20/2009,9.0,-1.6,-11.1,-6.4,24.4,0.0,0.0,0.8,0.6,0.6,,<31
2009-01-21,07OB001,1/21/2009,8.97,-4.8,-20.2,-12.5,30.5,0.0,0.0,8.0,7.4,7.4,3.0,43
2009-01-22,07OB001,1/22/2009,8.96,-20.1,-27.2,-23.7,41.7,0.0,0.0,0.4,0.2,0.2,,<31
2009-01-23,07OB001,1/23/2009,8.79,-17.1,-30.3,-23.7,41.7,0.0,0.0,0.0,0.0,0.0,,<31
2009-01-24,07OB001,1/24/2009,8.65,-15.6,-22.7,-19.2,37.2,0.0,0.0,0.0,0.0,0.0,,<31
2009-01-25,07OB001,1/25/2009,8.55,-14.7,-23.6,-19.2,37.2,0.0,0.0,0.0,0.0,0.0,,<31
2009-01-26,07OB001,1/26/2009,8.42,-12.4,-21.8,-17.1,35.1,0.0,0.0,0.0,0.0,0.0,,<31
2009-01-27,07OB001,1/27/2009,8.35,-17.1,-21.0,-19.1,37.1,0.0,0.0,1.8,1.0,1.0,,<31
2009-01-28,07OB001,1/28/2009,8.31,-18.1,-27.0,-22.6,40.6,0.0,0.0,0.4,0.2,0.2,,<31
2009-01-29,07OB001,1/29/2009,8.39,-14.9,-24.1,-19.5,37.5,0.0,0.0,0.4,0.2,0.2,,<31
2009-01-30,07OB001,1/30/2009,8.5,-18.0,-24.3,-21.2,39.2,0.0,0.0,5.2,4.6,4.6,8.0,37
2009-01-31,07OB001,1/31/2009,8.6,-21.6,-27.5,-24.6,42.6,0.0,0.0,4.4,4.0,4.0,29.0,43
2009-02-01,07OB001,2/1/2009,8.57,-22.4,-35.3,-28.9,46.9,0.0,0.0,0.0,0.0,0.0,,<31
2009-02-02,07OB001,2/2/2009,8.55,-14.8,-27.9,-21.4,39.4,0.0,0.0,0.0,0.0,0.0,,<31
2009-02-03,07OB001,2/3/2009,8.77,-2.9,-26.9,-14.9,32.9,0.0,0.0,0.0,0.0,0.0,,<31
2009-02-04,07OB001,2/4/2009,8.9,-2.6,-27.7,-15.2,33.2,0.0,0.0,0.0,0.0,0.0,,<31
2009-02-05,07OB001,2/5/2009,8.97,-18.9,-32.2,-25.6,43.6,0.0,0.0,0.0,0.0,0.0,,<31
2009-02-06,07OB001,2/6/2009,8.94,-22.0,-30.4,-26.2,44.2,0.0,0.0,0.0,0.0,0.0,,<31
2009-02-07,07OB001,2/7/2009,8.92,-13.4,-27.2,-20.3,38.3,0.0,0.0,0.2,0.0,0.0,,<31
2009-02-08,07OB001,2/8/2009,8.79,-10.6,-18.5,-14.6,32.6,0.0,0.0,0.4,0.2,0.2,28.0,33
2009-02-09,07OB001,2/9/2009,8.66,-18.4,-26.4,-22.4,40.4,0.0,0.0,0.0,0.0,0.0,,<31
2009-02-10,07OB001,2/10/2009,8.56,-19.2,-26.7,-23.0,41.0,0.0,0.0,3.6,1.8,1.8,,<31
2009-02-11,07OB001,2/11/2009,8.53,-21.4,-29.6,-25.5,43.5,0.0,0.0,0.0,0.0,0.0,,<31
2009-02-12,07OB001,2/12/2009,8.52,-18.5,-30.3,-24.4,42.4,0.0,0.0,0.0,0.0,0.0,,<31
2009-02-13,07OB001,2/13/2009,8.5,-16.5,-18.6,-17.6,35.6,0.0,0.0,0.0,0.0,0.0,,<31
2009-02-14,07OB001,2/14/2009,8.48,-15.8,-26.2,-21.0,39.0,0.0,0.0,0.0,0.0,0.0,,<31
2009-02-15,07OB001,2/15/2009,8.46,-8.7,-19.5,-14.1,32.1,0.0,0.0,0.0,0.0,0.0,17.0,35
2009-02-16,07OB001,2/16/2009,8.44,-8.7,-23.3,-16.0,34.0,0.0,0.0,0.0,0.0,0.0,,<31
2009-02-17,07OB001,2/17/2009,8.34,-9.4,-25.2,-17.3,35.3,0.0,0.0,0.0,0.0,0.0,,<31
2009-02-18,07OB001,2/18/2009,8.24,-10.5,-20.7,-15.6,33.6,0.0,0.0,0.2,0.2,0.2,,<31
2009-02-19,07OB001,2/19/2009,8.13,-12.6,-23.8,-18.2,36.2,0.0,0.0,0.2,0.2,0.2,30.0,32
2009-02-20,07OB001,2/20/2009,7.99,-7.1,-19.9,-13.5,31.5,0.0,0.0,0.0,0.0,0.0,,<31
2009-02-21,07OB001,2/21/2009,7.91,-9.8,-17.3,-13.6,31.6,0.0,0.0,0.0,0.0,0.0,,<31
2009-02-22,07OB001,2/22/2009,8.0,-11.5,-25.2,-18.4,36.4,0.0,0.0,5.6,5.0,5.0,36.0,35
2009-02-23,07OB001,2/23/2009,8.04,-23.9,-32.6,-28.3,46.3,0.0,0.0,0.2,0.0,0.0,,<31
2009-02-24,07OB001,2/24/2009,8.06,-26.5,-37.3,-31.9,49.9,0.0,0.0,0.0,0.0,0.0,,<31
2009-02-25,07OB001,2/25/2009,7.99,-22.1,-40.2,-31.2,49.2,0.0,0.0,0.0,0.0,0.0,,<31
2009-02-26,07OB001,2/26/2009,8.02,-12.5,-23.5,-18.0,36.0,0.0,0.0,0.0,0.0,0.0,18.0,44
2009-02-27,07OB001,2/27/2009,8.1,-19.2,-25.8,-22.5,40.5,0.0,0.0,0.2,0.2,0.2,,<31
2009-02-28,07OB001,2/28/2009,8.16,-12.2,-30.3,-21.3,39.3,0.0,0.0,0.0,0.0,0.0,,<31
2009-03-01,07OB001,3/1/2009,8.16,-14.2,-24.3,-19.3,37.3,0.0,0.0,0.0,0.0,0.0,,<31
2009-03-02,07OB001,3/2/2009,8.16,-9.1,-14.5,-11.8,29.8,0.0,0.0,0.0,0.0,0.0,,<31
2009-03-03,07OB001,3/3/2009,8.17,-7.7,-15.0,-11.4,29.4,0.0,0.0,1.4,1.0,1.0,,<31
2009-03-04,07OB001,3/4/2009,8.23,-14.4,-20.6,-17.5,35.5,0.0,0.0,1.0,0.2,0.2,31.0,37
2009-03-05,07OB001,3/5/2009,8.25,-18.4,-25.9,-22.2,40.2,0.0,0.0,0.6,0.4,0.4,31.0,32
2009-03-06,07OB001,3/6/2009,8.17,-7.6,-24.5,-16.1,34.1,0.0,0.0,3.4,3.4,3.4,,<31
2009-03-07,07OB001,3/7/2009,8.23,-9.7,-22.7,-16.2,34.2,0.0,0.0,2.0,1.6,1.6,32.0,48
2009-03-08,07OB001,3/8/2009,8.44,-22.3,-32.8,-27.6,45.6,0.0,0.0,0.0,0.0,0.0,33.0,39
2009-03-09,07OB001,3/9/2009,8.61,-24.5,-36.5,-30.5,48.5,0.0,0.0,0.0,0.0,0.0,,<31
2009-03-10,07OB001,3/10/2009,8.83,-15.6,-34.7,-25.2,43.2,0.0,0.0,0.0,0.0,0.0,,<31
2009-03-11,07OB001,3/11/2009,9.03,-17.4,-35.6,-26.5,44.5,0.0,0.0,0.0,0.0,0.0,,<31
2009-03-12,07OB001,3/12/2009,9.01,-16.9,-27.7,-22.3,40.3,0.0,0.0,0.0,0.0,0.0,,<31
2009-03-13,07OB001,3/13/2009,9.01,-23.2,-28.1,-25.7,43.7,0.0,0.0,5.8,5.2,5.2,,<31
2009-03-14,07OB001,3/14/2009,8.97,-22.7,-24.8,-23.8,41.8,0.0,0.0,1.2,0.8,0.8,,<31
2009-03-15,07OB001,3/15/2009,8.88,-20.8,-23.5,-22.2,40.2,0.0,0.0,1.0,0.8,0.8,,<31
2009-03-16,07OB001,3/16/2009,8.69,-20.0,-26.0,-23.0,41.0,0.0,0.0,1.4,0.2,0.2,,<31
2009-03-17,07OB001,3/17/2009,8.58,-21.5,-29.5,-25.5,43.5,0.0,0.0,0.0,0.0,0.0,,<31
2009-03-18,07OB001,3/18/2009,8.48,-11.1,-32.9,-22.0,40.0,0.0,0.0,0.4,0.2,0.2,,<31
2009-03-19,07OB001,3/19/2009,8.41,-12.1,-21.1,-16.6,34.6,0.0,0.0,2.4,1.2,1.2,28.0,35
2009-03-20,07OB001,3/20/2009,8.42,-13.6,-25.1,-19.4,37.4,0.0,0.0,0.0,0.0,0.0,,<31
2009-03-21,07OB001,3/21/2009,8.45,-9.6,-25.0,-17.3,35.3,0.0,0.0,4.6,3.8,3.8,6.0,41
2009-03-22,07OB001,3/22/2009,8.51,-18.3,-27.6,-23.0,41.0,0.0,0.0,0.0,0.0,0.0,,<31
2009-03-23,07OB001,3/23/2009,8.44,-14.1,-23.2,-18.7,36.7,0.0,0.0,0.0,0.0,0.0,,<31
2009-03-24,07OB001,3/24/2009,8.42,-11.0,-14.8,-12.9,30.9,0.0,0.0,2.8,1.8,1.8,,<31
2009-03-25,07OB001,3/25/2009,8.58,-13.8,-22.1,-18.0,36.0,0.0,0.0,0.2,0.0,0.0,,<31
2009-03-26,07OB001,3/26/2009,8.6,2.7,-22.0,-9.7,27.7,0.0,0.0,0.0,0.0,0.0,16.0,50
2009-03-27,07OB001,3/27/2009,8.64,3.2,-6.5,-1.7,19.7,0.0,0.0,0.0,0.0,0.0,,<31
2009-03-28,07OB001,3/28/2009,8.69,-6.4,-13.7,-10.1,28.1,0.0,0.0,1.4,1.0,1.0,,<31
2009-03-29,07OB001,3/29/2009,8.68,-6.8,-21.6,-14.2,32.2,0.0,0.0,0.0,0.0,0.0,,<31
2009-03-30,07OB001,3/30/2009,8.53,5.9,-10.7,-2.4,20.4,0.0,0.0,0.0,0.0,0.0,,<31
2009-03-31,07OB001,3/31/2009,8.42,-0.4,-10.5,-5.5,23.5,0.0,0.0,1.4,1.0,1.0,,<31
2009-04-01,07OB001,4/1/2009,8.37,-7.0,-17.0,-12.0,30.0,0.0,0.0,0.0,0.0,0.0,,<31
2009-04-02,07OB001,4/2/2009,8.31,-11.2,-22.6,-16.9,34.9,0.0,0.0,0.0,0.0,0.0,,<31
2009-04-03,07OB001,4/3/2009,8.18,-12.2,-20.2,-16.2,34.2,0.0,0.0,0.0,0.0,0.0,,<31
2009-04-04,07OB001,4/4/2009,8.03,-4.7,-21.2,-13.0,31.0,0.0,0.0,0.2,0.0,0.0,,<31
2009-04-05,07OB001,4/5/2009,7.94,7.5,-4.7,1.4,16.6,0.0,0.0,0.0,0.0,0.0,,<31
2009-04-06,07OB001,4/6/2009,7.94,2.2,-2.7,-0.3,18.3,0.0,0.0,0.0,0.0,0.0,,<31
2009-04-07,07OB001,4/7/2009,7.88,-2.6,-9.2,-5.9,23.9,0.0,0.0,0.0,0.0,0.0,,<31
2009-04-08,07OB001,4/8/2009,7.7,-7.0,-10.0,-8.5,26.5,0.0,0.0,0.0,0.0,0.0,,<31
2009-04-09,07OB001,4/9/2009,7.56,1.0,-10.5,-4.8,22.8,0.0,0.0,0.2,0.0,0.0,,<31
2009-04-10,07OB001,4/10/2009,7.45,8.4,-4.9,1.8,16.2,0.0,0.0,0.0,0.0,0.0,,<31
2009-04-11,07OB001,4/11/2009,7.4,11.6,-0.3,5.7,12.3,0.0,0.0,0.0,0.0,0.0,,<31
2009-04-12,07OB001,4/12/2009,7.43,5.0,-1.0,2.0,16.0,0.0,10.6,0.0,10.6,10.6,,<31
2009-04-13,07OB001,4/13/2009,7.47,3.8,-3.1,0.4,17.6,0.0,0.6,0.0,0.6,0.6,28.0,33
2009-04-14,07OB001,4/14/2009,7.41,-0.4,-5.0,-2.7,20.7,0.0,0.0,0.0,0.0,0.0,,<31
2009-04-15,07OB001,4/15/2009,7.48,1.1,-8.9,-3.9,21.9,0.0,0.0,0.0,0.0,0.0,,<31
2009-04-16,07OB001,4/16/2009,7.62,13.4,-2.4,5.5,12.5,0.0,0.0,0.0,0.0,0.0,14.0,33
2009-04-17,07OB001,4/17/2009,7.84,14.2,0.2,7.2,10.8,0.0,0.0,0.0,0.0,0.0,,<31
2009-04-18,07OB001,4/18/2009,7.8,7.0,1.7,4.4,13.6,0.0,0.2,0.0,0.2,0.2,,<31
2009-04-19,07OB001,4/19/2009,8.83,5.5,-1.6,2.0,16.0,0.0,0.0,0.0,0.0,0.0,,<31
2009-04-20,07OB001,4/20/2009,10.8,-1.0,-7.9,-4.5,22.5,0.0,0.0,0.0,0.0,0.0,,<31
2009-04-21,07OB001,4/21/2009,12.9,0.9,-10.4,-4.8,22.8,0.0,0.0,0.0,0.0,0.0,5.0,48
2009-04-22,07OB001,4/22/2009,14.4,-2.3,-9.3,-5.8,23.8,0.0,0.0,0.0,0.0,0.0,15.0,37
2009-04-23,07OB001,4/23/2009,15.3,-2.7,-8.8,-5.8,23.8,0.0,0.0,0.2,0.0,0.0,,<31
2009-04-24,07OB001,4/24/2009,18.5,0.0,-11.6,-5.8,23.8,0.0,0.0,0.0,0.0,0.0,,<31
2009-04-25,07OB001,4/25/2009,27.1,3.0,-6.4,-1.7,19.7,0.0,0.0,0.0,0.0,0.0,,<31
2009-04-26,07OB001,4/26/2009,56.9,2.2,-3.6,-0.7,18.7,0.0,0.0,0.0,0.0,0.0,,<31
2009-04-27,07OB001,4/27/2009,89.9,-2.6,-9.6,-6.1,24.1,0.0,0.0,0.0,0.0,0.0,,<31
2009-04-28,07OB001,4/28/2009,116.0,9.7,-10.0,-0.2,18.2,0.0,0.0,0.0,0.0,0.0,,<31
2009-04-29,07OB001,4/29/2009,136.0,7.0,-2.2,2.4,15.6,0.0,0.0,0.0,0.0,0.0,,<31
2009-04-30,07OB001,4/30/2009,174.0,12.1,-4.9,3.6,14.4,0.0,0.0,0.0,0.0,0.0,,<31
2009-05-01,07OB001,5/1/2009,230.0,8.8,-0.4,4.2,13.8,0.0,0.0,0.0,0.0,0.0,,<31
2009-05-02,07OB001,5/2/2009,270.0,15.6,-0.9,7.4,10.6,0.0,0.0,0.0,0.0,0.0,,<31
2009-05-03,07OB001,5/3/2009,317.0,14.0,0.1,7.1,10.9,0.0,0.0,0.0,0.0,0.0,,<31
2009-05-04,07OB001,5/4/2009,463.0,1.8,-1.9,-0.1,18.1,0.0,0.0,0.0,0.0,0.0,5.0,43
2009-05-05,07OB001,5/5/2009,540.0,-1.8,-6.1,-4.0,22.0,0.0,0.0,0.0,0.0,0.0,6.0,32
2009-05-06,07OB001,5/6/2009,630.0,4.9,-2.0,1.5,16.5,0.0,0.0,0.0,0.0,0.0,,<31
2009-05-07,07OB001,5/7/2009,700.0,5.5,-2.2,1.7,16.3,0.0,0.0,0.0,0.0,0.0,,<31
2009-05-08,07OB001,5/8/2009,768.0,10.3,-3.3,3.5,14.5,0.0,0.0,0.0,0.0,0.0,,<31
2009-05-09,07OB001,5/9/2009,817.0,12.0,-1.7,5.2,12.8,0.0,0.0,0.0,0.0,0.0,,<31
2009-05-10,07OB001,5/10/2009,866.0,17.6,-0.9,8.4,9.6,0.0,0.0,0.0,0.0,0.0,,<31
2009-05-11,07OB001,5/11/2009,908.0,0.4,-4.0,-1.8,19.8,0.0,0.0,0.0,0.0,0.0,,<31
2009-05-12,07OB001,5/12/2009,941.0,-0.7,-7.6,-4.2,22.2,0.0,0.0,0.0,0.0,0.0,,<31
2009-05-13,07OB001,5/13/2009,952.0,8.6,-3.5,2.6,15.4,0.0,0.0,0.0,0.0,0.0,,<31
2009-05-14,07OB001,5/14/2009,943.0,10.3,-3.7,3.3,14.7,0.0,0.0,1.8,1.4,1.4,31.0,43
2009-05-15,07OB001,5/15/2009,915.0,0.7,-7.9,-3.6,21.6,0.0,0.0,0.8,0.8,0.8,,<31
2009-05-16,07OB001,5/16/2009,879.0,1.3,-5.3,-2.0,20.0,0.0,0.0,1.6,1.4,1.4,,<31
2009-05-17,07OB001,5/17/2009,842.0,-2.5,-8.2,-5.4,23.4,0.0,0.0,0.0,0.0,0.0,,<31
2009-05-18,07OB001,5/18/2009,802.0,9.2,-7.0,1.1,16.9,0.0,0.0,0.0,0.0,0.0,,<31
2009-05-19,07OB001,5/19/2009,760.0,10.6,-1.2,4.7,13.3,0.0,0.0,0.0,0.0,0.0,,<31
2009-05-20,07OB001,5/20/2009,713.0,-0.7,-6.5,-3.6,21.6,0.0,0.0,0.0,0.0,0.0,,<31
2009-05-21,07OB001,5/21/2009,666.0,1.5,-7.7,-3.1,21.1,0.0,0.0,0.0,0.0,0.0,,<31
2009-05-22,07OB001,5/22/2009,625.0,14.6,-3.6,5.5,12.5,0.0,0.0,0.0,0.0,0.0,,<31
2009-05-23,07OB001,5/23/2009,588.0,18.0,1.1,9.6,8.4,0.0,0.0,0.0,0.0,0.0,,<31
2009-05-24,07OB001,5/24/2009,554.0,5.5,-1.1,2.2,15.8,0.0,0.0,0.0,0.0,0.0,,<31
2009-05-25,07OB001,5/25/2009,526.0,6.7,-2.1,2.3,15.7,0.0,0.0,0.0,0.0,0.0,,<31
2009-05-26,07OB001,5/26/2009,503.0,4.3,-5.3,-0.5,18.5,0.0,0.0,0.0,0.0,0.0,,<31
2009-05-27,07OB001,5/27/2009,485.0,4.0,-3.6,0.2,17.8,0.0,0.0,0.0,0.0,0.0,,<31
2009-05-28,07OB001,5/28/2009,466.0,10.1,-3.9,3.1,14.9,0.0,0.0,0.0,0.0,0.0,,<31
2009-05-29,07OB001,5/29/2009,439.0,14.9,-1.2,6.9,11.1,0.0,0.0,0.0,0.0,0.0,,<31
2009-05-30,07OB001,5/30/2009,424.0,16.6,5.1,10.9,7.1,0.0,1.6,0.0,1.6,1.6,16.0,44
2009-05-31,07OB001,5/31/2009,412.0,8.6,1.4,5.0,13.0,0.0,0.0,0.0,0.0,0.0,,<31
2009-06-01,07OB001,6/1/2009,403.0,17.6,-0.7,8.5,9.5,0.0,0.0,0.0,0.0,0.0,,<31
2009-06-02,07OB001,6/2/2009,411.0,18.9,7.6,13.3,4.7,0.0,0.0,0.0,0.0,0.0,,<31
2009-06-03,07OB001,6/3/2009,412.0,11.6,1.9,6.8,11.2,0.0,0.0,0.0,0.0,0.0,6.0,33
2009-06-04,07OB001,6/4/2009,416.0,5.0,-1.2,1.9,16.1,0.0,0.0,0.0,0.0,0.0,,<31
2009-06-05,07OB001,6/5/2009,415.0,6.2,-2.1,2.1,15.9,0.0,0.0,0.0,0.0,0.0,,<31
2009-06-06,07OB001,6/6/2009,407.0,15.3,-0.2,7.6,10.4,0.0,0.0,0.0,0.0,0.0,6.0,37
2009-06-07,07OB001,6/7/2009,396.0,20.7,5.5,13.1,4.9,0.0,0.0,0.0,0.0,0.0,,<31
2009-06-08,07OB001,6/8/2009,381.0,22.7,9.2,16.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,37
2009-06-09,07OB001,6/9/2009,375.0,20.1,11.6,15.9,2.1,0.0,0.0,0.0,0.0,0.0,,<31
2009-06-10,07OB001,6/10/2009,363.0,16.1,6.2,11.2,6.8,0.0,0.0,0.0,0.0,0.0,,<31
2009-06-11,07OB001,6/11/2009,348.0,11.7,4.0,7.9,10.1,0.0,0.0,0.0,0.0,0.0,,<31
2009-06-12,07OB001,6/12/2009,335.0,25.5,6.4,16.0,2.0,0.0,0.6,0.0,0.6,0.6,25.0,37
2009-06-13,07OB001,6/13/2009,323.0,18.5,8.4,13.5,4.5,0.0,0.0,0.0,0.0,0.0,,<31
2009-06-14,07OB001,6/14/2009,309.0,22.1,8.5,15.3,2.7,0.0,0.2,0.0,0.2,0.2,,<31
2009-06-15,07OB001,6/15/2009,301.0,18.3,5.6,12.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,33
2009-06-16,07OB001,6/16/2009,293.0,13.9,6.2,10.1,7.9,0.0,3.8,0.0,3.8,3.8,,<31
2009-06-17,07OB001,6/17/2009,287.0,12.2,4.4,8.3,9.7,0.0,1.4,0.0,1.4,1.4,,<31
2009-06-18,07OB001,6/18/2009,283.0,10.5,6.7,8.6,9.4,0.0,1.4,0.0,1.4,1.4,,<31
2009-06-19,07OB001,6/19/2009,276.0,19.1,6.1,12.6,5.4,0.0,0.8,0.0,0.8,0.8,,<31
2009-06-20,07OB001,6/20/2009,274.0,18.4,8.0,13.2,4.8,0.0,0.0,0.0,0.0,0.0,,<31
2009-06-21,07OB001,6/21/2009,270.0,24.5,9.8,17.2,0.8,0.0,0.0,0.0,0.0,0.0,,<31
2009-06-22,07OB001,6/22/2009,267.0,19.8,7.8,13.8,4.2,0.0,0.0,0.0,0.0,0.0,6.0,35
2009-06-23,07OB001,6/23/2009,257.0,15.8,9.1,12.5,5.5,0.0,18.0,0.0,18.0,18.0,31.0,32
2009-06-24,07OB001,6/24/2009,252.0,18.2,7.8,13.0,5.0,0.0,1.6,0.0,1.6,1.6,,<31
2009-06-25,07OB001,6/25/2009,248.0,13.9,8.1,11.0,7.0,0.0,0.0,0.0,0.0,0.0,,<31
2009-06-26,07OB001,6/26/2009,244.0,14.8,8.0,11.4,6.6,0.0,0.0,0.0,0.0,0.0,,<31
2009-06-27,07OB001,6/27/2009,239.0,19.4,6.3,12.9,5.1,0.0,2.6,0.0,2.6,2.6,,<31
2009-06-28,07OB001,6/28/2009,236.0,20.8,12.6,16.7,1.3,0.0,0.0,0.0,0.0,0.0,,<31
2009-06-29,07OB001,6/29/2009,234.0,15.3,9.3,12.3,5.7,0.0,3.0,0.0,3.0,3.0,,<31
2009-06-30,07OB001,6/30/2009,233.0,17.1,8.1,12.6,5.4,0.0,1.0,0.0,1.0,1.0,5.0,37
2009-07-01,07OB001,7/1/2009,236.0,14.7,5.5,10.1,7.9,0.0,0.0,0.0,0.0,0.0,,<31
2009-07-02,07OB001,7/2/2009,263.0,16.2,9.4,12.8,5.2,0.0,3.4,0.0,3.4,3.4,,<31
2009-07-03,07OB001,7/3/2009,318.0,17.0,10.7,13.9,4.1,0.0,2.6,0.0,2.6,2.6,,<31
2009-07-04,07OB001,7/4/2009,373.0,19.1,10.3,14.7,3.3,0.0,0.0,0.0,0.0,0.0,,<31
2009-07-05,07OB001,7/5/2009,419.0,20.0,9.4,14.7,3.3,0.0,0.2,0.0,0.2,0.2,,<31
2009-07-06,07OB001,7/6/2009,440.0,15.7,8.2,12.0,6.0,0.0,1.4,0.0,1.4,1.4,,<31
2009-07-07,07OB001,7/7/2009,447.0,19.7,7.1,13.4,4.6,0.0,0.0,0.0,0.0,0.0,,<31
2009-07-08,07OB001,7/8/2009,442.0,15.4,6.4,10.9,7.1,0.0,5.0,0.0,5.0,5.0,,<31
2009-07-09,07OB001,7/9/2009,427.0,14.2,0.7,7.5,10.5,0.0,0.0,0.0,0.0,0.0,,<31
2009-07-10,07OB001,7/10/2009,418.0,20.6,6.9,13.8,4.2,0.0,1.6,0.0,1.6,1.6,,<31
2009-07-11,07OB001,7/11/2009,410.0,20.9,7.3,14.1,3.9,0.0,0.0,0.0,0.0,0.0,,<31
2009-07-12,07OB001,7/12/2009,394.0,14.7,9.5,12.1,5.9,0.0,2.4,0.0,2.4,2.4,,<31
2009-07-13,07OB001,7/13/2009,382.0,13.6,5.5,9.6,8.4,0.0,7.0,0.0,7.0,7.0,,<31
2009-07-14,07OB001,7/14/2009,377.0,23.1,4.8,14.0,4.0,0.0,0.0,0.0,0.0,0.0,,<31
2009-07-15,07OB001,7/15/2009,382.0,27.8,10.7,19.3,0.0,1.3,0.0,0.0,0.0,0.0,15.0,46
2009-07-16,07OB001,7/16/2009,382.0,18.3,8.5,13.4,4.6,0.0,3.0,0.0,3.0,3.0,,<31
2009-07-17,07OB001,7/17/2009,385.0,18.1,4.7,11.4,6.6,0.0,0.0,0.0,0.0,0.0,,<31
2009-07-18,07OB001,7/18/2009,384.0,21.1,12.4,16.8,1.2,0.0,0.0,0.0,0.0,0.0,,<31
2009-07-19,07OB001,7/19/2009,373.0,20.9,11.4,16.2,1.8,0.0,0.0,0.0,0.0,0.0,,<31
2009-07-20,07OB001,7/20/2009,360.0,25.1,10.2,17.7,0.3,0.0,0.0,0.0,0.0,0.0,,<31
2009-07-21,07OB001,7/21/2009,348.0,26.3,14.3,20.3,0.0,2.3,0.4,0.0,0.4,0.4,,<31
2009-07-22,07OB001,7/22/2009,342.0,19.6,11.7,15.7,2.3,0.0,16.2,0.0,16.2,16.2,,<31
2009-07-23,07OB001,7/23/2009,334.0,21.1,10.3,15.7,2.3,0.0,0.0,0.0,0.0,0.0,,<31
2009-07-24,07OB001,7/24/2009,327.0,26.4,15.7,21.1,0.0,3.1,0.0,0.0,0.0,0.0,26.0,33
2009-07-25,07OB001,7/25/2009,317.0,24.3,12.4,18.4,0.0,0.4,0.0,0.0,0.0,0.0,,<31
2009-07-26,07OB001,7/26/2009,311.0,23.9,10.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,,<31
2009-07-27,07OB001,7/27/2009,308.0,25.2,15.1,20.2,0.0,2.2,0.0,0.0,0.0,0.0,,<31
2009-07-28,07OB001,7/28/2009,304.0,25.9,12.7,19.3,0.0,1.3,0.2,0.0,0.2,0.2,,<31
2009-07-29,07OB001,7/29/2009,294.0,25.6,16.3,21.0,0.0,3.0,0.8,0.0,0.8,0.8,,<31
2009-07-30,07OB001,7/30/2009,280.0,17.9,12.5,15.2,2.8,0.0,0.0,0.0,0.0,0.0,,<31
