datetime,station,date,flow,st_max_temp,st_min_temp,st_mean_temp,st_heat_deg_days,st_cool_deg_days,st_total_rain,st_total_snow,st_total_precip,st_total_snow_on_ground,st_dir_of_max_gust_10sdeg,st_spd_of_max_gust_kmh,era5_noon_t2m,era5_noon_evavt,era5_noon_ro,era5_noon_sd,era5_noon_es,era5_noon_sf,era5_noon_smlt,era5_noon_stl1,era5_noon_ssr,era5_noon_e,era5_noon_tp
2009-01-11,07OB001,1/11/2009,10.4,-31.3,-39.3,-35.3,53.3,0.0,0.0,0.0,0.0,0.0,,<31,239.07748847430744,-3.5755633510305964e-06,0.0001742916271134937,0.05360013466168591,-2.403607378098814e-07,4.553613383219117e-06,-1.862645149230957e-09,272.23921901362314,54260.36065282057,1.9237314076904708e-06,6.943200342125087e-06
2009-01-12,07OB001,1/12/2009,10.2,-24.1,-42.0,-33.1,51.1,0.0,0.0,0.0,0.0,0.0,,<31,237.19148487712877,-2.6016739960884926e-06,0.00017405125840531358,0.05360905211227008,3.959963539287705e-07,5.077016670153016e-06,-1.862645149230957e-09,272.1757616223129,63356.68299712415,2.1265172272987598e-06,8.359453844831522e-06
2009-01-13,07OB001,1/13/2009,9.9,-23.9,-36.9,-30.4,48.4,0.0,0.0,0.0,0.0,0.0,,<31,246.95746114808156,5.155512224153873e-06,0.00017381134500345756,0.05441929025501979,-3.7441794488413215e-06,0.0011111984058496279,-1.862645149230957e-09,272.1990874125257,43061.80620023262,-1.915812434754722e-06,0.001114361593001743
2009-01-14,07OB001,1/14/2009,9.54,-18.6,-36.2,-27.4,45.4,0.0,0.0,1.0,0.4,0.4,,<31,245.05171278436413,-1.7863844042335925e-06,0.00017337199936222748,0.05441792220770202,1.600920168749389e-06,1.1585870225539891e-06,-1.862645149230957e-09,272.1938642704057,68651.25983940942,1.0156346625169579e-05,2.355771697562632e-06
2009-01-15,07OB001,1/15/2009,9.4,-4.3,-18.6,-11.5,29.5,0.0,0.0,0.0,0.0,0.0,,<31,258.3635328946387,3.3524371623364825e-05,0.00017320406352377526,0.05455146788891821,2.8350235052162587e-05,0.0001412384901680882,-1.862645149230957e-09,272.2479225084601,66184.23830594696,6.345831141774645e-05,0.00014363495204575662
2009-01-16,07OB001,1/16/2009,9.27,1.2,-13.5,-6.2,24.2,0.0,0.0,0.0,0.0,0.0,28.0,33,264.8718736230767,2.7987980576550505e-05,0.00017289218127864667,0.05450867380511741,-5.351189382840446e-05,1.8861049043228742e-06,-1.862645149230957e-09,272.3360786727936,66055.1760949473,-2.579193550344947e-05,2.899323393307969e-06
2009-01-17,07OB001,1/17/2009,9.2,5.0,-6.0,-0.5,18.5,0.0,0.0,0.0,0.0,0.0,,<31,269.9147527058,6.571236907393268e-05,0.00017245303122197855,0.0544896800667647,-1.755621235207116e-05,1.862645149230957e-09,-1.862645149230957e-09,272.4178724454066,76132.6182502304,5.05027420014349e-05,9.387731552124023e-07
2009-01-18,07OB001,1/18/2009,9.19,5.8,-3.8,1.0,17.0,0.0,0.0,0.0,0.0,0.0,,<31,273.8908581461455,-7.600963808740457e-06,0.00017428471962663508,0.05400373668856176,-0.00020354813827185928,1.862645149230957e-09,0.00023741325633148207,272.50037692419517,71516.5581611049,-0.00021196656664927192,9.387731552124023e-07
2009-01-19,07OB001,1/19/2009,9.1,6.6,-6.0,0.3,17.7,0.0,0.0,0.0,0.0,0.0,,<31,272.1161108020677,-1.8361770672141964e-05,0.00017197301232600433,0.05348534576319203,-0.00022495815710616392,1.862645149230957e-09,-1.862645149230957e-09,272.5575409036533,101154.77243562328,-0.0002433607368705591,1.8775463104248047e-06
2009-01-20,07OB001,1/20/2009,9.0,-1.6,-11.1,-6.4,24.4,0.0,0.0,0.8,0.6,0.6,,<31,267.6722163953359,-3.914516676652202e-06,0.00017146180716499603,0.05324834766146061,-0.0001456055383280534,1.862645149230957e-09,-1.862645149230957e-09,272.5813433416831,98422.96987769697,-0.00014832625778344016,0.0
2009-01-21,07OB001,1/21/2009,8.97,-4.8,-20.2,-12.5,30.5,0.0,0.0,8.0,7.4,7.4,3.0,43,262.38117451541933,-9.661885557542599e-05,0.0001712217016708778,0.05605943771525505,-9.594977171265019e-05,0.004335701830712546,-1.862645149230957e-09,272.5640842451217,51791.17592819284,-0.00019635524581075906,0.004339374614049402
2009-01-22,07OB001,1/22/2009,8.96,-20.1,-27.2,-23.7,41.7,0.0,0.0,0.4,0.2,0.2,,<31,250.98377253777952,-0.00019348229316251963,0.00017078254916961583,0.057966572439297245,-0.0001248160505956318,0.0011467450380330637,-1.862645149230957e-09,272.479791083793,101828.79081614302,-0.00031842156070881786,0.001149073173248021
2009-01-23,07OB001,1/23/2009,8.79,-17.1,-30.3,-23.7,41.7,0.0,0.0,0.0,0.0,0.0,,<31,247.6226562490013,-2.1932437251594676e-05,0.0001705426382123537,0.05795765924757411,-2.1841620685680034e-05,7.379979157807962e-06,-1.862645149230957e-09,272.36823257562395,107461.49566993488,-4.378155349896102e-05,1.0695113596039776e-05
2009-01-24,07OB001,1/24/2009,8.65,-15.6,-22.7,-19.2,37.2,0.0,0.0,0.0,0.0,0.0,,<31,250.43921049526318,-3.609927527890551e-06,0.00017030226950417356,0.057906359112026504,-4.51669453654347e-05,2.461855697751885e-06,-1.862645149230957e-09,272.3146404496693,125349.4699249625,-4.881184061629896e-05,4.692003130912781e-06
2009-01-25,07OB001,1/25/2009,8.55,-14.7,-23.6,-19.2,37.2,0.0,0.0,0.0,0.0,0.0,,<31,252.74685027812794,4.480073725875324e-07,0.00016979121580619198,0.05783729722321053,-4.80474440259854e-05,1.862645149230957e-09,-1.862645149230957e-09,272.2937405776952,152485.05559397876,-4.740726744615635e-05,9.387731552124023e-07
2009-01-26,07OB001,1/26/2009,8.42,-12.4,-21.8,-17.1,35.1,0.0,0.0,0.0,0.0,0.0,,<31,254.57098612087077,8.422903129344345e-06,0.0001694788719792019,0.05774808643083289,-7.217950260981996e-05,1.862645149230957e-09,-1.862645149230957e-09,272.3009810012674,156333.473712694,-6.3690828710771e-05,1.8775463104248047e-06
2009-01-27,07OB001,1/27/2009,8.35,-17.1,-21.0,-19.1,37.1,0.0,0.0,1.8,1.0,1.0,,<31,253.66864441925014,3.209424915921423e-07,0.00016907082715433172,0.0578875055059837,-2.8487961491004793e-06,0.00022469315510203073,-1.862645149230957e-09,272.2687382170925,91075.2898560947,5.047053935722775e-06,0.00022749826463219552
2009-01-28,07OB001,1/28/2009,8.31,-18.1,-27.0,-22.6,40.6,0.0,0.0,0.4,0.2,0.2,,<31,253.52259397633142,-4.7996183023507405e-06,0.00016879998791826596,0.059342986063827895,-1.5983220122636206e-05,0.0017076201427100883,-1.862645149230957e-09,272.2767427574909,144614.3957133707,-2.062729738554199e-05,0.0017116924348574254
2009-01-29,07OB001,1/29/2009,8.39,-14.9,-24.1,-19.5,37.5,0.0,0.0,0.4,0.2,0.2,,<31,252.3698655455585,6.886009027235158e-07,0.00016831971103606127,0.059381512590869816,-2.4913029502054407e-06,6.813467129784118e-05,-1.862645149230957e-09,272.2627551950215,126056.96171995047,2.324080207977157e-05,7.205180539380061e-05
2009-01-30,07OB001,1/30/2009,8.5,-18.0,-24.3,-21.2,39.2,0.0,0.0,5.2,4.6,4.6,8.0,37,252.7244261593221,-2.704642606184995e-05,0.0001680487575873134,0.06117105282078792,-2.652272982878248e-05,0.0025357046923363187,-1.862645149230957e-09,272.23833600132537,52416.36245172283,-5.41186181173269e-05,0.0025398362764378736
2009-01-31,07OB001,1/31/2009,8.6,-21.6,-27.5,-24.6,42.6,0.0,0.0,4.4,4.0,4.0,29.0,43,249.670034654085,-6.0651504479834506e-05,0.00016780839132372714,0.0637345597046466,-4.5663064237256634e-05,0.0007587990079684511,-1.862645149230957e-09,272.27896509480547,148836.83298563547,-0.00010739514127457499,0.0007610350842121345
2009-02-01,07OB001,2/1/2009,8.57,-22.4,-35.3,-28.9,46.9,0.0,0.0,0.0,0.0,0.0,,<31,245.35689773163784,-1.6668989579545752e-05,0.00016740054208341893,0.06383067098223648,-1.4308708896711702e-05,3.867301180930007e-05,-1.862645149230957e-09,272.2722828936117,217585.3737051775,-2.5993566361563222e-05,4.080155159316773e-05
2009-02-02,07OB001,2/2/2009,8.55,-14.8,-27.9,-21.4,39.4,0.0,0.0,0.0,0.0,0.0,,<31,252.06965530634116,4.971428577276547e-06,0.00016705716343736843,0.06389658876920395,-3.3397347198409663e-06,0.00011674794310263396,-1.862645149230957e-09,272.26684460346513,191206.49016748078,1.6248182645105795e-06,0.00011972041396730337
2009-02-03,07OB001,2/3/2009,8.77,-2.9,-26.9,-14.9,32.9,0.0,0.0,0.0,0.0,0.0,,<31,253.36574291098933,4.22666940791715e-06,0.00016664931524476616,0.06391537489763424,-1.2873437510074143e-05,6.856597419516665e-06,-1.862645149230957e-09,272.2823702969342,165234.0313672212,-1.0340284457539493e-05,8.734967409866644e-06
2009-02-04,07OB001,2/4/2009,8.9,-2.6,-27.7,-15.2,33.2,0.0,0.0,0.0,0.0,0.0,,<31,259.7028644529897,5.6659073380937205e-05,0.0001663780172100765,0.06405301541499021,-2.1255082717594466e-06,8.067749095286686e-05,-1.862645149230957e-09,272.3401599158302,178764.12776062152,2.0884629153364208e-05,0.00012330470913043436
2009-02-05,07OB001,2/5/2009,8.97,-18.9,-32.2,-25.6,43.6,0.0,0.0,0.0,0.0,0.0,,<31,250.63863325229804,-2.7637266140839066e-05,0.0001658260294708297,0.06397616895414751,-5.0016341894190154e-05,3.087581992257478e-05,-1.862645149230957e-09,272.3276905988819,298607.2109699443,-7.572342588408919e-05,3.5557024623031673e-05
2009-02-06,07OB001,2/6/2009,8.94,-22.0,-30.4,-26.2,44.2,0.0,0.0,0.0,0.0,0.0,,<31,247.39892142709326,-1.4618514430148763e-05,0.00016538687941416156,0.0639478179402987,-1.9508906650650522e-05,1.4726194209259356e-06,-1.862645149230957e-09,272.27903559683114,316121.57517549745,-3.229763087537742e-05,2.3553676647385847e-06
2009-02-07,07OB001,2/7/2009,8.92,-13.4,-27.2,-20.3,38.3,0.0,0.0,0.2,0.0,0.0,,<31,251.19359234204475,-2.742380936347207e-06,0.00016514696601230554,0.0640624740024451,-1.0372347091627651e-05,0.00019210236969748005,-1.862645149230957e-09,272.2425230697799,238060.65329119333,-1.3014247453644683e-05,0.0001966410546708428
2009-02-08,07OB001,2/8/2009,8.79,-10.6,-18.5,-14.6,32.6,0.0,0.0,0.4,0.2,0.2,28.0,33,258.78475893866465,2.5513140137174025e-05,0.00016490685807359347,0.06446925322262481,8.913888938656545e-06,0.0005899666799922469,-1.862645149230957e-09,272.27321465702056,231645.03620971294,3.412036478550289e-05,0.000596421981087439
2009-02-09,07OB001,2/9/2009,8.66,-18.4,-26.4,-22.4,40.4,0.0,0.0,0.0,0.0,0.0,,<31,252.0621568910615,-1.916493146442745e-05,0.00016439554360614386,0.0644535413014431,-5.044682959445663e-05,2.1708025118556875e-05,-1.862645149230957e-09,272.27907315739145,343297.13458986225,-7.047986503737062e-05,2.3830348112510908e-05
2009-02-10,07OB001,2/10/2009,8.56,-19.2,-26.7,-23.0,41.0,0.0,0.0,3.6,1.8,1.8,,<31,252.66220792346925,-1.6659879145464812e-05,0.00016391506835613962,0.06588405148890474,-3.24801768145876e-05,0.0021217929129607295,-1.862645149230957e-09,272.2631635751204,242389.93939467936,-4.921264309095607e-05,0.0021237660221036726
2009-02-11,07OB001,2/11/2009,8.53,-21.4,-29.6,-25.5,43.5,0.0,0.0,0.0,0.0,0.0,,<31,249.7627970400906,-9.341186225394527e-06,0.00016364422667548,0.06587377024986384,-7.697215900630745e-06,5.252659320831299e-07,-1.862645149230957e-09,272.24844970006853,340389.59165159863,-6.215479190021455e-06,9.387731552124023e-07
2009-02-12,07OB001,2/12/2009,8.52,-18.5,-30.3,-24.4,42.4,0.0,0.0,0.0,0.0,0.0,,<31,248.17491967650136,-5.6148393423852575e-06,0.00016323592108114177,0.06587479409159826,-3.530494209251686e-06,8.322090718685537e-06,-1.862645149230957e-09,272.2159249208434,371867.8110354947,-4.697076493450188e-06,1.0141979478114386e-05
2009-02-13,07OB001,2/13/2009,8.5,-16.5,-18.6,-17.6,35.6,0.0,0.0,0.0,0.0,0.0,,<31,250.4706607064329,-8.553638490912713e-07,0.00016292384325145118,0.06592018963485848,-3.7165461712687227e-06,4.9814037206263835e-05,-1.862645149230957e-09,272.2009723915596,404856.1340707807,-3.3157640505113457e-06,5.375802657836629e-05
2009-02-14,07OB001,2/14/2009,8.48,-15.8,-26.2,-21.0,39.0,0.0,0.0,0.0,0.0,0.0,,<31,251.47598571678756,6.994692398931264e-06,0.00016248514954881308,0.06592192929378986,-1.939908605329762e-06,9.387585983609357e-07,-1.862645149230957e-09,272.20622761165987,491192.58970739605,2.1653993869935513e-05,1.8775463104248047e-06
2009-02-15,07OB001,2/15/2009,8.46,-8.7,-19.5,-14.1,32.1,0.0,0.0,0.0,0.0,0.0,17.0,35,255.98063433111466,2.6048861113780002e-05,0.00016224478084063296,0.06590861180061486,-9.749579434787622e-06,1.862645149230957e-09,-1.862645149230957e-09,272.21439236355525,476034.14557665057,1.5130744229555798e-05,9.387731552124023e-07
2009-02-16,07OB001,2/16/2009,8.44,-8.7,-23.3,-16.0,34.0,0.0,0.0,0.0,0.0,0.0,,<31,254.1988069945208,1.5583467232813117e-06,0.00016166194759135034,0.06584672209774264,-3.9832323079467226e-05,5.252659320831299e-07,-1.862645149230957e-09,272.2334678853485,518583.88169540075,-3.226174115492271e-05,9.387731552124023e-07
2009-02-17,07OB001,2/17/2009,8.34,-9.4,-25.2,-17.3,35.3,0.0,0.0,0.0,0.0,0.0,,<31,254.56492995310495,4.865813879580562e-07,0.0001614215788831702,0.06582107231155716,-9.863175228906868e-06,1.862645149230957e-09,-1.862645149230957e-09,272.2128521412692,507394.2380699365,1.7480996404606947e-06,1.8775463104248047e-06
2009-02-18,07OB001,2/18/2009,8.24,-10.5,-20.7,-15.6,33.6,0.0,0.0,0.2,0.2,0.2,,<31,256.1254703328862,2.798326622432896e-06,0.00016098288518053212,0.06582336142517647,-4.278104786485503e-05,7.182382481166646e-05,-1.862645149230957e-09,272.2159011951421,588611.9500429069,-4.011376423186715e-05,7.24938745481984e-05
2009-02-19,07OB001,2/19/2009,8.13,-12.6,-23.8,-18.2,36.2,0.0,0.0,0.2,0.2,0.2,30.0,32,256.66770593768933,6.87431051983304e-06,0.00016074232228467794,0.06622330333685113,-4.572250231912933e-05,0.0006487464458462223,-1.862645149230957e-09,272.2285722146955,588342.5854025463,-3.888723547533103e-05,0.0006564109560247988
2009-02-20,07OB001,2/20/2009,7.99,-7.1,-19.9,-13.5,31.5,0.0,0.0,0.0,0.0,0.0,,<31,259.0912715586351,-1.672985365763167e-06,0.00016019033211789037,0.06626661099233083,-3.3321341166654255e-05,0.00016974772272417495,-1.862645149230957e-09,272.2178110207154,479264.1450170157,-3.5095626703763546e-05,0.00017243590939625266
2009-02-21,07OB001,2/21/2009,7.91,-9.8,-17.3,-13.6,31.6,0.0,0.0,0.0,0.0,0.0,,<31,260.75154239610475,7.626152533528425e-06,0.00015975090266018654,0.06629742096914833,-4.634833754187828e-06,1.6810322497225834e-05,-1.862645149230957e-09,272.2330162742564,465905.5445708079,3.936589056821978e-06,1.914852211328066e-05
2009-02-22,07OB001,2/22/2009,8.0,-11.5,-25.2,-18.4,36.4,0.0,0.0,5.6,5.0,5.0,36.0,35,257.1049426800918,-5.149376395966913e-05,0.00015951099030603644,0.06845473454481442,-8.904853072338357e-05,0.0031794082385335383,-1.862645149230957e-09,272.2509745468714,318813.22450875456,-0.00014058912816336972,0.0031814513359977076
2009-02-23,07OB001,2/23/2009,8.04,-23.9,-32.6,-28.3,46.3,0.0,0.0,0.2,0.0,0.0,,<31,249.34453108922384,-6.844481384489767e-05,0.0001589277007027238,0.06862188238688197,-4.6555785672232796e-05,4.8348877613171986e-05,-1.862645149230957e-09,272.2023210055999,703133.8058917888,-0.00011437359768300584,5.281961883486211e-05
2009-02-24,07OB001,2/24/2009,8.06,-26.5,-37.3,-31.9,49.9,0.0,0.0,0.0,0.0,0.0,,<31,246.1882072826075,-2.9233047783862648e-05,0.00015851985146241558,0.06869808239646658,-2.605160178823946e-05,0.00012058430491017358,-1.862645149230957e-09,272.1460728481279,803458.4179549217,-5.5237959564649e-05,0.0001267569451530596
2009-02-25,07OB001,2/25/2009,7.99,-22.1,-40.2,-31.2,49.2,0.0,0.0,0.0,0.0,0.0,,<31,242.3113128314112,-1.7377441629055347e-05,0.00015817646758853365,0.0686901934665637,-1.1202027508500888e-05,1.3088629089110918e-05,-1.862645149230957e-09,272.0587968354509,882447.0408701935,-2.9210589884404964e-05,1.5021017962063227e-05
2009-02-26,07OB001,2/26/2009,8.02,-12.5,-23.5,-18.0,36.0,0.0,0.0,0.0,0.0,0.0,18.0,44,253.07919505004543,5.877580381264763e-06,0.00015769664950495283,0.06865259060159193,-3.2964367070359004e-05,1.862645149230957e-09,-1.862645149230957e-09,272.0440484995714,942422.0086095331,-2.7357720689852823e-05,1.8775463104248047e-06
2009-02-27,07OB001,2/27/2009,8.1,-19.2,-25.8,-22.5,40.5,0.0,0.0,0.2,0.2,0.2,,<31,251.06248530611762,-8.360473095367772e-06,0.00015728834495832054,0.0685602713877585,-6.089155726560798e-05,1.2032474884450823e-05,-1.862645149230957e-09,272.06565826310253,924731.9895468141,-6.936985233618846e-05,1.378295385110883e-05
2009-02-28,07OB001,2/28/2009,8.16,-12.2,-30.3,-21.3,39.3,0.0,0.0,0.0,0.0,0.0,,<31,250.35829372998603,-6.0033683484185545e-06,0.00015694533257428896,0.06851177003693684,-1.96047894670606e-05,1.1585870225539891e-06,-1.862645149230957e-09,272.0243897900391,1029881.9037024818,-2.6703133865673146e-05,2.0743030947035085e-06
2009-03-01,07OB001,3/1/2009,8.16,-14.2,-24.3,-19.3,37.3,0.0,0.0,0.0,0.0,0.0,,<31,256.20800330431,6.031815027313112e-06,0.00015653702802765666,0.06846118762298328,-2.939339086328544e-05,1.862645149230957e-09,-1.862645149230957e-09,272.04452552876353,1065499.8700689762,-2.328573656372431e-05,9.387731552124023e-07
2009-03-02,07OB001,3/2/2009,8.16,-9.1,-14.5,-11.8,29.8,0.0,0.0,0.0,0.0,0.0,,<31,259.4187397142162,1.4086422079289067e-05,0.00015595354041224126,0.06840415226759775,-3.2496893146638904e-05,1.862645149230957e-09,-1.862645149230957e-09,272.0802318316939,527849.3975801604,-1.83839432398661e-05,1.8775463104248047e-06
2009-03-03,07OB001,3/3/2009,8.17,-7.7,-15.0,-11.4,29.4,0.0,0.0,1.4,1.0,1.0,,<31,261.4169701896378,1.39771660796445e-05,0.00015554569221963894,0.06973558492492313,-1.9255630095777086e-05,0.001994114215387187,-1.862645149230957e-09,272.10872821065817,376808.4095364402,-1.1161184412201474e-05,0.001997919786411913
2009-03-04,07OB001,3/4/2009,8.23,-14.4,-20.6,-17.5,35.5,0.0,0.0,1.0,0.2,0.2,31.0,37,259.36005630101994,-1.4092060018064932e-05,0.00015520276609667496,0.06975259050165494,-6.645391532194124e-05,0.00013008184910755967,-1.862645149230957e-09,272.1264664302963,1020057.959065019,-8.06713428387768e-05,0.00013217913868409346
2009-03-05,07OB001,3/5/2009,8.25,-18.4,-25.9,-22.2,40.2,0.0,0.0,0.6,0.4,0.4,31.0,32,252.42822397878467,-0.0001315223223209982,0.0001547224902621762,0.06981478569974509,-0.00012412085594650445,0.00028518699795850776,-1.862645149230957e-09,272.0865438005888,1153148.5739593692,-0.0002557755714931427,0.00028941720167171897
2009-03-06,07OB001,3/6/2009,8.17,-7.6,-24.5,-16.1,34.1,0.0,0.0,3.4,3.4,3.4,,<31,254.48971129877776,-2.1283041533922897e-05,0.00015421108568566241,0.06973274772495257,-4.7019146105323794e-05,1.862645149230957e-09,-1.862645149230957e-09,272.0304824135779,1131463.3543177203,-6.838424443262696e-05,0.0
2009-03-07,07OB001,3/7/2009,8.23,-9.7,-22.7,-16.2,34.2,0.0,0.0,2.0,1.6,1.6,32.0,48,256.8156301772796,-3.3374848980034727e-06,0.00015380323644535423,0.07172229689988377,-5.209740898342624e-05,0.002826985358781565,-1.862645149230957e-09,272.0599578712675,621949.3308041128,-5.426071903722854e-05,0.002830302935477643
2009-03-08,07OB001,3/8/2009,8.44,-22.3,-32.8,-27.6,45.6,0.0,0.0,0.0,0.0,0.0,33.0,39,246.97363004165,-0.00017735327239302976,0.00015341872819052958,0.07227269097899569,-0.00014073506673312354,0.00031164482642880893,-1.862645149230957e-09,272.0327047508925,1320210.9308903138,-0.0003182673651452066,0.00031660550924897146
2009-03-09,07OB001,3/9/2009,8.61,-24.5,-36.5,-30.5,48.5,0.0,0.0,0.0,0.0,0.0,,<31,243.97373048456288,-3.303664365084984e-05,0.00015298003448789148,0.07224051596208941,-3.546696390031507e-05,3.0708672601819494e-05,-1.862645149230957e-09,271.955484962779,1423480.845978426,-6.927307014080581e-05,3.5641293825869004e-05
2009-03-10,07OB001,3/10/2009,8.83,-15.6,-34.7,-25.2,43.2,0.0,0.0,0.0,0.0,0.0,,<31,245.71014818553505,-6.411962823743919e-06,0.0001524997548224492,0.07220769404677424,-2.224869511392992e-05,1.729088705136901e-06,-1.862645149230957e-09,271.89898534524724,1593337.6449112585,-2.78383875539262e-05,2.6177000362092723e-06
2009-03-11,07OB001,3/11/2009,9.03,-17.4,-35.6,-26.5,44.5,0.0,0.0,0.0,0.0,0.0,,<31,247.87368026535364,-3.557207349066871e-07,0.00015198824232584375,0.07216906727762644,-2.3346772423384267e-05,1.862645149230957e-09,-1.862645149230957e-09,271.86548065950814,1567710.2372303058,-2.3292382183020443e-05,0.0
2009-03-12,07OB001,3/12/2009,9.01,-16.9,-27.7,-22.3,40.3,0.0,0.0,0.0,0.0,0.0,,<31,250.6256233582537,1.6628724246293443e-06,0.00015150841901443148,0.0721735049156875,-2.664680646417055e-05,6.487970523618446e-05,-1.862645149230957e-09,271.8729240269305,1283020.291237791,-2.3821439132328358e-05,6.603878301552718e-05
2009-03-13,07OB001,3/13/2009,9.01,-23.2,-28.1,-25.7,43.7,0.0,0.0,5.8,5.2,5.2,,<31,248.83243738178726,-1.8229176610027155e-05,0.00015123738419380375,0.07310700813626135,-6.214806026821279e-05,0.0014172357426641084,-1.862645149230957e-09,271.8640143262009,1101230.9472399703,-8.037915917250716e-05,0.0014225034955227043
2009-03-14,07OB001,3/14/2009,8.97,-22.7,-24.8,-23.8,41.8,0.0,0.0,1.2,0.8,0.8,,<31,250.4036016238621,-1.5460772089873763e-05,0.00015075710452836148,0.07336114915265708,-2.220644444683756e-05,0.00018220757493259468,-1.862645149230957e-09,271.85982299689186,1233574.1974276523,-3.785171074656607e-05,0.0001858424742765133
2009-03-15,07OB001,3/15/2009,8.88,-20.8,-23.5,-22.2,40.2,0.0,0.0,1.0,0.8,0.8,,<31,252.6490382779226,-1.0662864006453616e-05,0.00015027663206159482,0.07360285724553352,-2.394663157417074e-05,0.0003463858678005618,-1.862645149230957e-09,271.87063030546784,1423169.434065287,-3.6857784359134435e-05,0.00035139261875615624
2009-03-16,07OB001,3/16/2009,8.69,-20.0,-26.0,-23.0,41.0,0.0,0.0,1.4,0.2,0.2,,<31,252.347867487405,-2.8642774690331393e-05,0.0001497659642878527,0.07395071978645179,-3.3911300937129424e-05,0.0004383756462743928,-1.862645149230957e-09,271.8730485680979,1389015.0016336702,-6.265910386467187e-05,0.0004419258255946307
